Jackknife_ID	Sum_fxy_HIGH	Sum_fyx_HIGH	Sum_fxy_MODERATE	Sum_fyx_MODERATE	Sum_fxy_LOW	Sum_fyx_LOW	Sum_fxy_MODIFIER	Sum_fyx_MODIFIER	Sum_fxy_INTERGENIC	Sum_fyx_INTERGENIC
91	421.212500	363.562500	12788.162500	10888.754167	37577.879167	32639.695833	2313886.237502	2000738.037498	1259400.366666	1087034.083332
92	424.520833	370.387500	12962.700000	11035.916667	37577.141667	32625.016667	2319585.562502	2004050.512498	1262785.014583	1088938.972915
93	436.833333	374.258333	13124.954167	11178.495833	38008.829167	33018.395833	2314549.870835	2000904.037498	1261521.058333	1088306.483332
94	436.191667	373.925000	13131.854167	11189.987500	37957.381250	33061.131250	2310518.008335	1998643.816665	1258152.756250	1086124.197915
95	429.808333	369.608333	13045.120833	11117.545833	37801.643750	32876.852083	2310743.604169	1996956.295832	1257917.122916	1084954.339582
96	435.733333	373.358333	13145.493750	11190.643750	37959.425000	33000.483333	2316306.518752	2001110.718748	1261670.602083	1087844.702082
97	427.741667	366.125000	13116.162500	11170.279167	37866.466667	32903.741667	2311891.162502	1996734.504165	1260555.418750	1086695.827082
98	433.935417	374.368750	13140.079167	11187.370833	38017.987500	33055.187500	2310271.650002	1995746.341665	1255749.285416	1082657.310415
99	435.737500	375.579167	13178.485417	11229.477083	38150.720833	33150.962500	2313452.204169	1998543.962498	1257586.672916	1084452.506249
9	435.241667	375.508333	13183.952083	11233.902083	38112.675000	33143.091667	2312421.531252	1998356.097915	1257077.541666	1084203.983332
